ISBN,avg_rating,num_ratings
0445202629,5.0,1
0445202718,5.0,2
0445203366,7.0,1
0445203625,7.0,3
0445203641,8.0,1
0445203668,8.0,2
0445203706,3.0,1
0445204184,5.0,1
0445204303,9.0,1
0445204486,4.0,1
0445204524,9.0,3
0445205121,4.0,1
0445205164,10.0,1
0445205296,8.0,4
0445205318,6.5,2
0445205377,7.666666666666667,3
0445205636,5.0,1
0445206187,8.0,1
0445206543,5.0,1
0445206578,10.0,1
0445206608,10.0,1
0445206640,7.0,1
0445207108,10.0,1
0445207671,9.0,1
0445208082,7.5,2
0445208422,7.0,1
0445209674,3.0,1
0445209763,8.0,1
0445209798,7.0,1
0445210052,7.0,1
0445210125,8.0,2
0445210168,5.0,1
0445210206,5.0,1
0445210435,7.0,2
0445210443,7.0,1
0445210540,5.0,1
0445210761,7.5,4
0445210762,7.0,1
0445402040,4.0,1
0445402067,8.0,1
0445402288,7.0,1
0445402296,7.142857142857143,7
0445403349,5.0,1
0445403438,5.0,1
0445403470,8.0,2
0445405198,7.666666666666667,3
0445405252,6.0,2
0445405457,7.0,1
0445405481,9.0,1
0445405627,7.0,2
0445405961,6.0,2
0445405988,6.0,1
0445406089,8.5,2
0445406259,9.5,2
0445406488,8.5,10
0445406518,7.766666666666667,30
0445406593,8.0,1
0445406607,8.0,1
0445406631,8.0,1
0445406836,6.0,3
0445406879,8.0,4
0445406895,8.0,2
0445406933,5.0,2
0445407158,8.0,2
0445407522,8.0,2
0445407743,5.0,1
0445407778,6.0,1
0445407786,7.5,2
0445407808,8.0,1
0445407948,7.0,1
0445408073,8.0,1
0445408111,6.0,1
0445408286,8.0,1
0445408456,5.0,1
0445408499,8.0,1
0445408502,6.8,5
0445408510,7.666666666666667,3
0445408553,8.0,2
0445408626,8.0,1
0445408642,7.6,5
0445408650,8.333333333333334,3
0445408677,7.0,1
0445408766,8.0,1
0445408782,8.0,1
0445408863,9.0,1
0445408936,8.0,2
0445408987,6.0,1
0445409010,8.0,2
0445409029,7.5,2
0445409053,8.0,1
0445409061,8.0,1
0445409088,8.0,1
0445409096,8.0,1
0445409126,8.0,1
0445409134,7.75,4
0445409169,8.0,5
0445409207,6.5,2
0445612545,6.0,2
04460609323,6.0,1
0446222194,8.0,1
0446300063,9.0,1
0446300098,9.5,2
0446300101,7.166666666666667,6
0446300152,6.9,10
0446300292,6.5,2
0446300365,5.0,1
0446300551,6.8,5
0446300578,7.166666666666667,6
0446300888,5.0,1
0446301027,8.0,1
0446301159,5.0,1
0446301205,8.666666666666666,3
0446301302,6.25,4
0446301353,5.0,1
0446301361,9.0,1
0446301396,5.0,1
0446301582,7.461538461538462,13
0446301752,7.5,2
0446301809,9.0,1
0446302066,6.0,2
0446302228,7.0,4
0446302260,6.0,1
0446302384,8.0,4
0446302538,8.0,1
0446302872,5.0,1
0446303011,8.666666666666666,3
0446303038,6.0,5
0446303046,6.5,2
0446303194,1.0,1
0446303372,5.0,1
0446303380,5.0,1
0446303682,7.5,2
0446304662,5.0,1
0446305340,7.0,1
0446305766,9.0,1
0446305901,2.0,1
0446305987,7.0,1
0446306061,7.333333333333333,6
0446306177,8.5,2
0446306185,8.5,2
0446306207,7.0,2
0446306215,5.0,1
0446306266,10.0,1
0446306436,7.0,1
0446306592,9.0,1
0446307386,6.0,1
0446307831,10.0,1
044630798X,6.6,5
0446308404,5.0,1
044630896X,8.5,2
0446309621,10.0,1
0446310026,4.0,1
0446310042,9.0,1
0446310085,10.0,1
0446310425,10.0,2
0446310452,9.0,1
0446310492,9.1875,16
0446310727,6.333333333333333,3
044631078,10.0,1
0446310786,8.94392523364486,214
0446310786004,10.0,2
0446310824,7.0,1
0446310891,8.0,1
044631093X,7.0,1
0446311057,9.0,1
0446311677,5.0,1
0446311774,6.222222222222222,9
0446311901,10.0,1
0446312193,4.666666666666667,3
0446312215,7.0,1
0446312444,7.0,1
0446312703,10.0,1
0446312991,5.0,1
0446313033,7.5,6
0446313041,8.0,1
0446313106,10.0,1
0446313254,7.0,1
0446313556,7.0,1
0446313645,7.166666666666667,6
0446313793,8.0,1
0446313939,7.0,2
0446314021,7.5,2
0446314080,8.0,1
0446314188,10.0,1
0446314277,7.0,2
0446314358,9.0,1
0446314404,7.4,5
0446314420,5.0,1
0446314463,10.0,1
0446314498,9.0,1
0446314692,8.0,1
0446314722,7.5,2
0446314803,6.5,2
0446314854,8.333333333333334,3
0446314862,10.0,1
0446314889005,5.0,1
0446314986,7.2,5
0446315001,8.6,5
0446315060,5.0,1
0446315176,9.0,5
0446315184,5.0,1
0446320005,5.0,1
044632004,7.0,1
0446320048,7.0,1
0446320277,6.0,1
0446320501,5.0,1
0446321095,7.0,2
0446321338,9.0,1
0446321443,9.5,2
0446321540,8.75,4
0446322075,3.0,1
0446322180,7.730769230769231,26
0446322490,6.0,2
0446322512,7.0,1
0446322563,6.75,4
0446322644,7.5,2
0446322822,6.0,2
0446322865,6.0,2
0446322881,5.0,1
0446323144,6.0,2
0446323268,10.0,1
0446323284,10.0,1
0446323403,5.0,1
044632342X,9.0,2
0446323527,7.4,10
0446323616,5.0,1
0446323780,6.0,1
0446323829,5.0,1
0446323861,8.25,4
0446324191,7.5,2
0446324388,7.0,3
0446324507,8.0,1
0446324736,9.0,1
0446324825,6.875,8
0446325058,7.0,1
0446325414,10.0,1
0446325503,6.5,2
0446325554,8.0,1
0446325805,8.0,1
0446325988,7.0,2
0446326062,7.0,1
0446326119,7.0,1
0446326305,7.5,2
0446326410,7.0,1
0446326488,7.0,1
0446326593,8.0,1
0446326666,8.0,1
0446326798,8.0,3
0446326825,8.0,1
0446326925,6.666666666666667,3
0446327018,10.0,1
0446327026,5.0,1
0446327069,5.75,4
0446327085,9.5,2
0446327433,10.0,1
0446327514,4.0,1
0446328103,8.0,5
0446328138,1.0,1
0446328170,6.0,1
0446328391,6.0,1
0446328413,7.0,1
0446328553,8.0,1
0446328731,6.428571428571429,7
0446328782,7.0,1
0446328960,6.5,2
0446328979,6.0,1
0446328987,8.0,1
0446329142,8.0,1
0446329207,5.0,1
0446329258,6.0,1
0446329444,6.0,1
0446329630,6.0,1
0446329681,9.0,1
0446329835,7.333333333333333,3
0446329894,6.166666666666667,6
0446340251,9.0,1
0446340618,8.0,1
0446340871,7.0,1
0446340952,8.333333333333334,3
0446340995,8.0,1
0446341339,7.0,1
0446341584,7.0,1
0446341622,6.0,1
0446341754,9.0,4
0446341819,10.0,1
0446341851,7.666666666666667,3
0446341878,8.5,2
0446341894,7.666666666666667,3
0446341916,7.090909090909091,11
0446341932,8.0,3
0446341991,2.0,1
0446342068,8.0,1
0446342084,8.0,1
0446342106,6.4,5
0446342165,6.0,1
0446342688,7.333333333333333,6
0446342688005,6.0,1
0446342777,8.0,1
0446342866,7.0,1
0446342963,7.2,10
0446342998,7.333333333333333,3
0446343013,6.0,1
0446343129,6.2,5
0446343137,7.0,1
0446343315,3.0,1
0446343412,5.0,1
0446343439,6.0,4
0446343439004,6.0,1
0446343455,7.466666666666667,30
0446343552,7.666666666666667,3
0446343633,10.0,1
0446343811,6.0,2
0446343951,5.0,1
0446344109,8.75,4
0446344192,8.5,2
0446344303,8.0,1
0446344672,10.0,1
0446344710,8.0,1
0446345288,1.0,1
0446345296,8.0,1
0446345342,9.0,1
0446345776,3.0,1
0446346144,7.0,2
0446346284,8.0,1
0446346438,2.0,1
0446346462,5.0,1
0446346608,5.0,1
0446346624,6.0,1
0446346748,10.0,1
0446346802,7.5,2
0446346829,8.0,1
0446346845,9.0,1
0446347051,5.0,1
0446347582,9.0,1
0446347620,3.0,1
0446348228,5.0,1
0446348252,10.0,1
0446348325,8.0,2
0446348430,5.0,1
0446348937,7.0,1
0446348996,2.0,1
0446349283,8.0,1
0446349461,7.5,6
0446349496,6.0,1
0446349518,6.0,1
0446349569,10.0,1
0446349801,9.0,1
0446350109,6.6,20
0446350168,6.0,1
0446350354,5.0,1
0446350397,7.2,5
0446350419,8.0,2
0446350648,5.0,1
0446350907,10.0,1
0446350982,7.954545454545454,22
044635098=2,9.0,1
0446351024,8.0,1
0446351105,8.0,1
0446351164,5.0,1
0446351334,5.0,1
0446351709,8.0,8
0446351962,10.0,1
0446352209,7.0,1
0446352276,5.0,1
0446352314,6.0,1
0446352314004,7.0,1
0446352543,6.0,1
0446352578,7.0,1
0446352748,8.5,2
0446352764,8.384615384615385,13
0446352985,7.0,1
0446353205,8.777777777777779,18
0446353205005,6.0,1
0446353256,7.0,4
0446353337,7.5,6
0446353426,7.0,1
0446353442,6.0,1
0446353507,8.0,1
0446353728,6.25,4
0446353914,8.5,6
0446353930,6.142857142857143,7
0446353957,7.739130434782608,23
0446353973,8.0,1
0446354104,8.0,1
0446354589,8.0,1
0446354678,6.928571428571429,14
0446354732,6.681818181818182,22
0446354775,7.0,1
0446354872,5.4,5
0446355208,5.0,1
0446355224,4.0,1
0446355429,6.0,1
0446355453,7.625,8
0446355569,8.0,8
0446355763,5.0,1
0446355801,9.0,2
0446355844,5.0,1
0446355917,4.5,2
0446355933,9.0,1
0446356018,5.5,6
0446356050,6.0,1
0446356077,6.333333333333333,3
0446356190,5.0,2
0446356379,7.0,1
0446356476,10.0,1
0446356573,7.714285714285714,7
0446356603,8.666666666666666,6
0446356611,7.6923076923076925,13
0446356832,7.083333333333333,12
0446356859,8.666666666666666,6
0446356875,8.083333333333334,12
0446356891,7.0,1
0446356913,7.5,2
0446357154,7.0,1
0446357170,8.5,4
0446357197,10.0,1
0446357200,8.142857142857142,7
0446357227,7.0,1
0446357251,6.833333333333333,6
0446357383,7.5,2
0446357405,7.6,15
0446357421,8.272727272727273,11
0446357448,7.777777777777778,9
0446357464,5.0,1
0446357502,5.0,1
0446357650,7.0,1
0446357693,8.0,1
0446357723,9.0,2
0446357847,9.0,2
0446357863,9.0,1
0446357928,7.0,1
0446358576,7.611111111111111,18
0446358584,7.7,10
0446358584599,8.0,1
0446358592,6.6,10
0446358622,7.0,1
0446358657,7.0,1
0446358754,8.0,2
0446358851,6.0,1
0446359173,6.0,1
0446359203,8.714285714285714,7
0446359408,9.0,8
0446359440,8.0,1
0446359459,9.0,3
0446359564,10.0,1
0446359637,8.0,7
0446359688,7.25,8
0446359750,7.4375,16
0446359807,3.0,1
0446359866,7.5344827586206895,58
0446359882,6.0,1
0446359904,7.25,4
0446360007,7.0,1
0446360015,7.666666666666667,3
044636003,5.0,1
0446360074,8.5,2
0446360104,6.0,2
0446360260,9.666666666666666,3
0446360317,7.0,2
0446360325,8.0,7
0446360406,7.0,2
0446360465,8.0,1
0446360511,6.777777777777778,9
0446360589,7.057142857142857,35
0446360627,5.0,1
0446360708,8.5,4
0446360716,6.5,8
0446360732,8.083333333333334,12
0446360856,7.636363636363637,22
0446360872,7.166666666666667,6
0446360945,7.0,1
0446361046,10.0,1
0446361151,9.0,1
0446361178,6.0,1
0446361194,8.0,1
0446361208,5.0,1
0446361305,5.75,4
0446361542,8.0,1
0446361577,4.0,1
0446361607,7.0,1
0446361623,8.0,1
0446361631,8.0,1
0446361720,8.0,1
0446361739,8.2,10
0446361828,9.0,2
0446361836,8.0,2
0446361844,7.5,2
0446361887,6.0,4
0446361895,5.0,1
0446362042,8.0,1
0446362085,7.0,1
044636214X,6.0,2
0446362166,6.5,2
0446362190,8.0,1
0446362220,7.0,1
0446362239,10.0,1
0446362379,10.0,1
0446362417,7.0,2
0446362468,7.0,1
0446362514,9.0,1
0446362573,9.0,2
0446362662,7.2,5
0446362697,7.0,1
0446362700,6.0,1
0446362719,6.333333333333333,3
0446362778,7.0,4
0446362816,6.666666666666667,3
0446362824,7.0,1
0446362875,10.0,1
0446362921,8.25,4
0446362999,5.0,1
0446363049,9.5,2
0446363073,6.857142857142857,7
0446363162,7.5,4
0446363170,7.625,8
0446363219,8.0,1
0446363251,7.0,40
0446363278,7.5,4
0446363316,8.0,2
0446363359,7.0,1
0446363383,7.444444444444445,9
0446363499,6.0,3
0446363510,6.0,2
0446363537,7.0,1
0446363561,5.0,1
0446363596,5.0,1
0446363618,8.0,1
0446363642,8.0,1
0446363650,7.0,1
0446363669,6.6875,16
0446363707,5.5,2
0446363715,8.0,1
0446363731,9.0,1
0446363812,7.5,2
0446363820,9.0,1
0446363839,8.0,1
0446363928,5.0,1
0446364037,6.0,3
0446364142,6.5,2
0446364150,6.454545454545454,11
0446364193,8.03448275862069,116
0446364266,7.866666666666666,15
0446364282,6.571428571428571,14
0446364290,7.166666666666667,6
0446364304,6.25,4
0446364312,6.857142857142857,7
0446364339,10.0,1
0446364401,6.5,2
0446364460,7.0,2
0446364487,9.0,2
0446364495,7.48,25
0446364517,7.0,1
0446364568,9.0,1
0446364622,8.363636363636363,11
0446364703,6.7272727272727275,11
0446364754,7.363636363636363,11
0446364762,6.842105263157895,19
0446364789,7.8,5
0446364797,6.142857142857143,7
0446364800,7.7560975609756095,41
0446364800006,7.0,1
0446364819,7.5,6
0446364827,8.5,2
0446364835,7.0,2
0446364916,6.0,3
0446364959,8.5,2
0446364967,5.0,1
0446365114,8.0,1
0446365130,7.0,1
0446365181,8.0,1
0446365211,8.5,2
0446365238,9.0,1
0446365262,8.0,1
0446365327,9.0,1
0446365335,8.5,2
0446365378,8.0,2
044636538,10.0,1
0446365386,8.976190476190476,42
0446365440,7.0,2
0446365483,8.0,2
0446365505,7.1,20
0446365505006,7.0,1
0446365661,7.0,2
0446365777,5.0,1
0446370320,9.0,1
0446370363,9.0,1
0446370398,9.0,2
0446370460,7.0,1
0446372102,8.0,1
0446372455,9.0,1
0446373559,7.0,1
0446375152,5.0,1
0446377635,8.0,5
0446377651,7.75,8
0446377686,8.0,1
0446378445,7.6,5
0446380792,7.0,1
0446381500,6.0,1
0446381896,5.0,1
0446381934,8.0,2
0446382752,8.0,1
0446382957,10.0,1
0446383074,9.0,1
0446383449,8.0,1
0446383481,5.0,1
0446384038,10.0,1
0446384224,8.0,1
0446385050,10.0,1
0446385077,5.2,5
0446385522,7.0,1
0446385662,5.0,4
0446385727,5.0,3
0446385905,10.0,1
044638627,8.0,1
0446386359,7.5,2
0446386367,9.5,2
0446386405,7.0,8
0446386456,5.0,2
0446386766,10.0,1
0446386898,10.0,1
0446386901,8.0,1
0446387207,9.333333333333334,3
0446387630,10.0,2
0446387703,5.0,1
0446387878,7.88,25
0446387975,9.0,1
0446388181,8.0,1
0446388238,6.0,1
0446388432,9.0,1
0446388491,9.0,1
0446389722,8.0,1
0446389862,7.333333333333333,3
0446390240,5.0,1
0446390380,8.0,4
0446390542,8.0,1
0446390577,10.0,1
0446390658,8.0,1
0446390984,3.0,1
0446391069,8.6,5
0446391174,8.0,1
0446391190,6.0,2
0446391204,7.0,1
0446391301,7.785714285714286,42
0446391387,4.0,1
0446391484,7.0,1
0446391506,5.5,2
0446391522,4.0,1
0446391581,8.0,5
0446391727,6.5,2
0446391735,8.0,1
0446392170,6.0,1
0446392189,8.0,1
0446392227,7.0,1
0446392243,7.666666666666667,3
0446392251,9.0,1
0446392308,6.5,2
0446392340,7.5,2
0446392367,8.5,2
0446392618,7.0,1
0446392707,10.0,1
0446392715,6.0,1
0446393142,6.0,1
0446393517,8.0,1
0446393568,5.0,1
0446393592,5.0,1
0446393681,10.0,1
0446393746,8.5,2
0446393924,8.0,1
0446393959,5.0,1
0446394009,7.0,2
0446394114,5.0,1
0446394157,8.0,1
0446394173,9.0,1
0446394211,6.0,3
0446394521,7.56140350877193,57
0446394564,7.0,1
0446394599,8.5,2
0446394629,6.5,2
0446394777,6.0,3
0446394998,7.0,1
0446395056,5.0,1
0446395072,7.0,2
0446395110,5.0,1
0446395188,6.0,1
0446395285,5.0,1
0446395307,6.0,1
0446395366,6.0,1
0446395382,10.0,2
0446395390,7.0,1
0446400009,8.25,4
0446400025,7.25,4
0446400033,8.0,1
0446400068,7.5,2
0446400106,8.0,1
0446400114,8.0,1
0446400157,7.214285714285714,14
0446400165,8.0,7
0446400173,7.666666666666667,3
0446400181,6.5,2
0446400300,7.5,2
0446400335,6.2,5
0446400351,6.0,1
0446400394,6.666666666666667,3
0446400408,7.5,2
0446400432,8.0,1
0446400505,8.0,1
0446400513,8.375,8
0446400548,8.0,1
0446400556,8.0,1
0446400564,8.0,3
0446400580,7.5,6
0446400599,3.0,1
044640068,6.0,1
0446400688,6.75,4
0446400696,8.2,5
0446400718,7.0,3
0446400726,8.0,2
0446400807,7.5,4
0446400882,8.333333333333334,3
0446400890,6.0,1
0446400947,8.666666666666666,3
0446400955,7.0,2
0446400998,8.666666666666666,3
0446401021,8.0,1
0446401064,8.0,1
0446401072,10.0,1
0446401080,7.0,1
0446401099,5.0,1
0446401323,5.0,1
0446401463,8.0,3
0446401579,7.0,1
0446401587,8.0,1
0446401617,7.857142857142857,7
0446401633,8.0,1
0446401676,9.0,1
0446401811,7.0,1
0446401846,8.0,1
0446401870,7.4,5
0446401889,8.0,1
0446401897,7.0,1
0446401986,10.0,1
0446403008,8.5,2
0446403016,6.0,2
0446403032,8.0,2
0446403040,9.0,2
0446403083,8.0,2
0446403180,8.0,3
0446403229,7.0,1
0446403237,7.714285714285714,7
0446403326,8.0,1
0446403334,8.0,1
0446403342,8.166666666666666,6
0446403369,8.0,1
0446403385,8.0,1
0446403393,6.0,1
0446403406,9.0,1
044640344X,5.0,2
0446403466,7.0,1
0446403474,8.0,1
0446403512,8.0,1
0446403601,9.0,1
0446403636,8.0,1
0446403695,8.0,3
0446403733,5.0,1
0446403741,8.0,2
0446403822,3.0,1
0446403830,7.166666666666667,6
0446403865,8.0,2
0446403903,6.0,1
0446403911005,1.0,1
0446403938,8.0,1
0446403970,5.0,2
0446404039,8.333333333333334,3
0446404047,7.0,1
0446404136,8.0,2
0446404144,7.666666666666667,3
0446404152,7.0,1
0446404160,5.5,2
0446404187,7.0,1
0446404209,5.0,1
0446404233,8.0,1
0446404241,7.0,1
0446404284,9.0,3
0446404292,8.6,5
0446404314,8.0,1
0446404403,8.0,1
0446404411,10.0,1
0446404462,7.333333333333333,3
0446404527,5.0,1
0446404535,5.0,2
0446404551,8.0,1
0446404578,6.0,1
0446404594,7.666666666666667,3
0446404748,8.0,1
0446404780,7.0,1
0446404799,6.0,1
0446405051,8.0,1
0446405140,5.0,1
0446405159,10.0,2
0446405167,8.0,1
0446405264,8.0,1
0446405310,10.0,2
0446405329,9.0,2
0446405337,8.0,2
0446405345,5.5,4
0446405353,7.0,1
0446405361,7.5,2
0446500119,10.0,1
0446511528,7.625,8
0446512052,5.0,1
044651232X,7.0,1
0446512346,5.0,1
0446512362,8.5,2
0446512435,8.0,2
0446512451,5.0,1
0446512478,10.0,1
0446512516,6.5,2
0446512559,8.0,1
0446512648,1.0,1
0446512761,5.0,1
044651280X,9.0,1
0446512818,4.0,1
0446512826,8.0,1
0446512923,5.666666666666667,3
0446512931,7.0,1
0446513059,10.0,1
0446513067,7.75,8
0446513121,8.0,1
0446513229,7.0,1
0446513253,5.0,1
0446513342,7.5,2
044651344X,7.0,1
0446513644,10.0,1
0446513660,7.5,2
0446513776,8.0,1
0446513792,4.0,2
0446513857,10.0,3
0446513865,9.0,1
0446513873,5.0,2
044651389X,10.0,1
0446513954,6.666666666666667,3
0446513970,5.0,1
0446514063,6.25,4
0446514225,9.0,1
0446514330,7.0,2
0446514373,6.0,1
0446514381,10.0,1
044651439X,7.0,1
044651442X,5.0,1
0446514535,8.0,1
0446514594,7.0,3
0446514764,7.0,2
0446514802,10.0,1
0446514829,7.0,2
0446514837,8.0,2
044651490X,9.0,2
0446515043,9.4,5
0446515051,6.3,10
044651506X,7.545454545454546,11
0446515078,6.869565217391305,23
0446515116,8.0,1
0446515167,9.0,1
0446515183,5.0,1
0446515264,8.0,1
0446515272,7.5,2
044651537X,8.0,1
0446515450,5.0,1
0446515485,6.25,4
0446515493,8.0,1
0446515507,8.0,1
0446515531,5.5,2
044651554X,5.0,1
0446515663,8.0,2
0446515671,8.0,1
0446515701,7.0,1
0446515736,7.0,1
044651585X,7.5,2
0446515868,9.25,4
0446515892,10.0,1
0446515922,6.0,2
0446516015,8.0,1
0446516112,9.0,2
0446516198,5.0,1
0446516236,7.0,1
0446516279,10.0,1
0446516317,8.083333333333334,12
0446516325,7.777777777777778,9
0446516368,7.0,1
0446516511,5.0,1
044651652X,7.506578947368421,152
0446516538,6.42,50
0446516554,5.666666666666667,3
0446516562,4.666666666666667,3
0446516570,8.5,18
0446516627,5.5,2
0446516732,9.0,1
0446516767,8.0,1
0446516775,8.0,3
0446516872,7.0,1
0446516880,5.0,2
0446516910,10.0,1
044651697X,6.333333333333333,3
0446516988,8.0,6
0446517011,5.666666666666667,3
0446517038,10.0,1
0446517054,8.0,1
0446517062,7.0,1
0446517089,10.0,1
0446517097,8.0,1
0446517127,7.75,4
0446517178,8.666666666666666,3
0446517224,8.0,2
0446517259,7.0,3
0446517283,10.0,1
0446517372,5.0,1
0446517380,6.555555555555555,9
0446517399,8.5,2
0446517402,4.0,1
0446517410,6.0,2
0446517445,10.0,1
044651747X,6.631578947368421,19
044651747x,5.0,1
0446517550,5.0,1
0446517577,4.0,1
0446517585,7.0,1
0446517593,6.0,1
0446517631,7.5,4
044651764X,6.5,4
0446517682,7.0,1
0446517690,7.0,1
0446517739,9.0,2
0446517747,9.0,1
0446517836,8.0,1
0446517895,8.5,2
0446517917,9.0,2
0446517925,6.5,2
0446517984,7.2,5
04465180402,8.0,1
0446518042,8.333333333333334,3
0446518050,6.333333333333333,3
0446518085,5.0,1
0446518107,10.0,1
0446518123,10.0,1
0446518131,6.0,2
0446518158,8.0,1
0446518220,8.5,2
0446518263,7.0,1
0446518298,5.0,1
04465182X,4.0,1
0446518344,8.333333333333334,6
0446518379,5.0,2
0446518441,10.0,1
0446518468,7.0,2
0446518476,4.0,1
0446518492,7.0,2
0446518506,6.0,1
0446518549,7.0,2
0446518557,5.0,1
0446518581,6.391304347826087,23
044651862,8.0,1
044651862X,7.222222222222222,72
044651862x,7.5,2
0446518840,7.0,1
0446518859,8.666666666666666,3
0446518867,8.0,1
0446519006,7.5,4
0446519073,10.0,1
0446519081,6.461538461538462,26
044651909X,6.5,2
044651912X,4.5,2
0446519138,7.877551020408164,49
0446519146,8.0,1
0446519456,10.0,1
0446519480,7.0,3
0446519537,5.444444444444445,9
0446519618,8.0,1
0446519626,9.0,1
0446519634,8.666666666666666,3
0446519642,7.333333333333333,3
0446519650,7.857142857142857,7
0446519693,6.333333333333333,3
0446519707,7.0,1
0446519723,7.588235294117647,17
044651974,5.0,1
044651974X,7.75,8
0446519766,8.5,2
0446519774,4.0,1
0446519782,9.0,1
0446519790,7.533333333333333,15
0446519804,7.6,15
0446519839,3.0,1
0446519855,7.0,1
0446519871,9.0,1
0446519898,6.0,3
0446519901,5.5,2
0446519960,7.333333333333333,9
0446519979,10.0,1
0446520055,7.0,1
0446520241,7.0,2
0446520268,10.0,1
0446520322,7.0,1
0446520381,7.5,2
0446520403,7.0,1
0446520608,5.5,2
0446520632,8.0,1
0446520659,7.5,8
0446520667,5.0,1
0446520675,8.0,1
0446520691,7.0,1
0446520713,8.0,2
0446520756,6.857142857142857,7
0446520802,8.410714285714286,56
0446520810,6.0,1
0446520837,7.0,2
0446520870,9.0,1
044652087X,8.136363636363637,22
0446520888,9.0,2
0446520926,8.0,2
0446520942,6.5,2
0446520950,7.375,8
044652106X,9.666666666666666,3
0446521094,7.0,1
0446521108,8.0,1
0446521329,3.0,1
0446521442,8.0,1
0446521507,8.5,2
0446521515,10.0,1
0446521531,7.0,1
044652154X,6.0,1
0446521582,7.555555555555555,18
0446521590,5.666666666666667,3
0446521612,5.0,1
0446521663,6.5,2
0446521728,7.0,1
0446521876,7.0,1
044652218X,5.0,1
0446522252,8.75,8
044652231,10.0,1
0446522384,6.6,5
0446522422,6.0,1
0446522481,9.0,2
0446522511,7.0,1
0446522570,7.0,8
0446522597,7.705882352941177,17
0446522651,4.0,2
0446522740,7.6923076923076925,13
0446522791,5.666666666666667,3
0446522856,8.5,2
0446522899,2.0,1
0446522910,7.0,1
0446522996,7.0,3
0446523003,8.0,2
044652302X,7.0,4
0446523054,7.0,1
0446523089,6.777777777777778,9
0446523151,8.0,1
0446523186,7.166666666666667,6
0446523194,7.0,1
0446523224,7.0,1
0446523232,8.0,8
0446523321,7.444444444444445,9
0446523364,8.0,4
0446523372,7.25,4
0446523399,9.0,1
0446523402,7.333333333333333,3
0446523437,7.5,2
0446523569,8.325,40
0446523585,5.0,1
0446523615,7.0,2
0446523666,8.0,2
0446523704,5.0,2
0446523828,10.0,1
0446523852,2.0,1
0446523887,8.0,1
0446524026,8.0,1
0446524077,4.75,4
0446524107,5.0,2
0446524115,5.0,1
0446524131,7.636363636363637,11
044652414X,6.0,1
0446524174,7.0,1
0446524182,8.0,1
0446524247,8.0,1
0446524263,8.0,1
044652428X,6.0,2
0446524298,6.0,1
0446524328,10.0,1
0446524476,9.0,1
0446524514,7.666666666666667,3
0446524565,7.0,6
0446524573,7.0,3
0446524603,7.0,2
0446524800,7.5,2
0446524875,9.0,1
0446524913,7.333333333333333,3
0446524972,6.666666666666667,3
0446524999,8.0,2
0446525227,9.0,3
0446525235,8.5,4
0446525243,6.833333333333333,6
0446525308,10.0,1
0446525324,8.0,1
0446525367,6.5,4
0446525383,9.0,1
0446525405,8.0,2
0446525480,7.333333333333333,3
044652550,6.0,1
0446525502,8.1,40
0446525510,6.0,1
0446525537,7.575,40
04465255537,10.0,1
0446525561,8.0,1
044652560X,7.0,4
0446525685,5.333333333333333,3
0446525731,7.6,30
0446525766,8.0,1
0446525774,6.857142857142857,21
0446525804,7.28,25
0446525871,8.0,4
0446526037,10.0,1
0446526126,7.181818181818182,11
0446526150,9.5,2
0446526185,9.0,1
0446526339,7.5,4
0446526398,8.0,1
0446526479,7.0,5
0446526576,7.0,1
0446526614,8.333333333333334,3
0446526665,8.0,2
0446526673,8.0,1
0446526681,10.0,1
044652675,7.0,1
0446526754,9.0,2
0446526762,7.0,3
0446526789,8.0,1
0446526835,4.0,1
0446526894,7.0,2
0446526908,8.0,1
0446526916,8.25,4
0446526924,7.0,5
0446527017,6.166666666666667,24
0446527033,7.439024390243903,41
0446527041,7.916666666666667,24
044652705X,8.5,2
0446527084,8.25,4
0446527092,5.0,1
0446527130,7.611111111111111,18
0446527165,7.515151515151516,33
0446527173,7.0,2
044652719X,7.0,1
0446527254,7.0,3
0446527289,6.909090909090909,11
0446527297,7.368421052631579,19
0446527327,9.333333333333334,3
0446527351,5.0,2
0446527378,9.0,3
0446527386,9.0,2
0446527408,9.5,2
0446527432,8.0,2
0446527467,5.0,1
0446527483,9.0,1
0446527513,10.0,1
044652753X,9.0,1
0446527548,8.666666666666666,3
0446527629,8.0,2
044652767X,7.0,4
0446527696,7.666666666666667,3
0446527742,9.0,1
0446527750,6.375,8
04465277793,7.5,2
0446527785,7.355555555555555,45
0446527793,7.9375,32
0446527858,6.666666666666667,3
0446527912,5.0,2
0446527939,9.0,2
0446527947,9.0,2
0446527963,9.0,1
0446527971,9.0,1
0446527998,7.0,1
044652803X,8.0,1
0446528072,8.0,3
0446528099,10.0,1
0446528196,7.0,1
0446528234,7.0,4
0446528307,9.5,2
0446528315,6.0,1
0446528323,8.0,1
0446528382,8.4,5
0446528404,7.5,4
0446528412,9.0,1
0446528609,8.0,1
0446528625,9.0,1
0446528714,10.0,1
0446528722,10.0,1
0446528757,9.0,1
0446528846,8.0,1
0446529001,8.0,1
0446529028,7.666666666666667,3
0446529060,8.0,1
0446529109,7.5,2
0446529184,6.5,2
044652929X,9.0,1
044652932X,7.0,1
0446529400,8.5,2
0446529435,10.0,1
044652946X,8.0,2
0446529508,8.0,2
0446529532,8.0,1
0446529540,7.0,2
0446529567,8.0,1
0446529575,8.0,1
